label,limit_threshold,bandwidth_refill,compute_ceiling,max_boost,decay,adjust_interval,load,seed,slo_rate,drop_rate,limited_ratio,ir_gt_1,ir_gt_1_25,ir_gt_1_5
C143,1.0,1.0,1.4,1.4,0.02,12,190,7,0.49473684210526314,0.5,0.35789473684210527,0.5188679245283019,0.018867924528301886,0.009433962264150943
C144,1.0,1.0,1.4,1.4,0.02,16,190,7,0.5052631578947369,0.49473684210526314,0.3473684210526316,0.514018691588785,0.0,0.0
C145,1.05,0.7,1.2,1.2,0.01,12,190,7,0.5105263157894737,0.4789473684210526,0.05789473684210526,0.5135135135135135,0.02702702702702703,0.018018018018018018
C146,1.05,0.7,1.2,1.2,0.01,16,190,7,0.48947368421052634,0.5052631578947369,0.09473684210526316,0.5188679245283019,0.018867924528301886,0.0
C147,1.05,0.7,1.2,1.2,0.02,12,190,7,0.5157894736842106,0.4842105263157895,0.06842105263157895,0.5045871559633027,0.03669724770642202,0.0
C148,1.05,0.7,1.2,1.2,0.02,16,190,7,0.5157894736842106,0.4842105263157895,0.06315789473684211,0.5,0.02727272727272727,0.0
C149,1.05,0.7,1.2,1.4,0.01,12,190,7,0.5052631578947369,0.48947368421052634,0.06842105263157895,0.46788990825688076,0.009174311926605505,0.009174311926605505
C150,1.05,0.7,1.2,1.4,0.01,16,190,7,0.4789473684210526,0.5105263157894737,0.1,0.5673076923076923,0.10576923076923077,0.019230769230769232
C151,1.05,0.7,1.2,1.4,0.02,12,190,7,0.4789473684210526,0.5157894736842106,0.10526315789473684,0.5096153846153846,0.08653846153846154,0.009615384615384616
C152,1.05,0.7,1.2,1.4,0.02,16,190,7,0.5105263157894737,0.48947368421052634,0.07894736842105263,0.5412844036697247,0.0,0.0
C153,1.05,0.7,1.3,1.2,0.01,12,190,7,0.5157894736842106,0.4842105263157895,0.06315789473684211,0.5,0.0,0.0
C154,1.05,0.7,1.3,1.2,0.01,16,190,7,0.5157894736842106,0.4842105263157895,0.07368421052631578,0.46788990825688076,0.0,0.0
C155,1.05,0.7,1.3,1.2,0.02,12,190,7,0.5105263157894737,0.48947368421052634,0.06842105263157895,0.6018518518518519,0.018518518518518517,0.0
C156,1.05,0.7,1.3,1.2,0.02,16,190,7,0.5105263157894737,0.4842105263157895,0.07368421052631578,0.5555555555555556,0.009259259259259259,0.009259259259259259
C157,1.05,0.7,1.3,1.4,0.01,12,190,7,0.5157894736842106,0.4842105263157895,0.07368421052631578,0.5181818181818182,0.03636363636363636,0.0
C158,1.05,0.7,1.3,1.4,0.01,16,190,7,0.4789473684210526,0.5105263157894737,0.1,0.6,0.0761904761904762,0.01904761904761905
C159,1.05,0.7,1.3,1.4,0.02,12,190,7,0.5052631578947369,0.49473684210526314,0.07368421052631578,0.5887850467289719,0.0,0.0
C160,1.05,0.7,1.3,1.4,0.02,16,190,7,0.5210526315789473,0.4789473684210526,0.06315789473684211,0.5272727272727272,0.0,0.0
C161,1.05,0.7,1.4,1.2,0.01,12,190,7,0.5105263157894737,0.4842105263157895,0.08947368421052632,0.5,0.045454545454545456,0.00909090909090909
C162,1.05,0.7,1.4,1.2,0.01,16,190,7,0.5052631578947369,0.48947368421052634,0.07894736842105263,0.5779816513761468,0.03669724770642202,0.0
C163,1.05,0.7,1.4,1.2,0.02,12,190,7,0.49473684210526314,0.5,0.09473684210526316,0.5700934579439252,0.018691588785046728,0.009345794392523364
C164,1.05,0.7,1.4,1.2,0.02,16,190,7,0.48947368421052634,0.5105263157894737,0.1,0.5523809523809524,0.0761904761904762,0.009523809523809525
C165,1.05,0.7,1.4,1.4,0.01,12,190,7,0.5263157894736842,0.47368421052631576,0.06315789473684211,0.4642857142857143,0.017857142857142856,0.0
C166,1.05,0.7,1.4,1.4,0.01,16,190,7,0.5210526315789473,0.4789473684210526,0.06315789473684211,0.5363636363636364,0.00909090909090909,0.0
C167,1.05,0.7,1.4,1.4,0.02,12,190,7,0.5157894736842106,0.47368421052631576,0.07368421052631578,0.5714285714285714,0.03571428571428571,0.017857142857142856
C168,1.05,0.7,1.4,1.4,0.02,16,190,7,0.49473684210526314,0.49473684210526314,0.08421052631578947,0.5327102803738317,0.018691588785046728,0.009345794392523364
C169,1.05,0.85,1.2,1.2,0.01,12,190,7,0.5210526315789473,0.47368421052631576,0.06315789473684211,0.5089285714285714,0.03571428571428571,0.008928571428571428
C170,1.05,0.85,1.2,1.2,0.01,16,190,7,0.48947368421052634,0.5,0.08947368421052632,0.5377358490566038,0.018867924528301886,0.018867924528301886
C171,1.05,0.85,1.2,1.2,0.02,12,190,7,0.5157894736842106,0.4842105263157895,0.06315789473684211,0.4818181818181818,0.00909090909090909,0.0
C172,1.05,0.85,1.2,1.2,0.02,16,190,7,0.5052631578947369,0.48947368421052634,0.08421052631578947,0.5185185185185185,0.018518518518518517,0.009259259259259259
C173,1.05,0.85,1.2,1.4,0.01,12,190,7,0.5,0.49473684210526314,0.07894736842105263,0.5833333333333334,0.009259259259259259,0.009259259259259259
C174,1.05,0.85,1.2,1.4,0.01,16,190,7,0.49473684210526314,0.5,0.08947368421052632,0.6132075471698113,0.009433962264150943,0.009433962264150943
C175,1.05,0.85,1.2,1.4,0.02,12,190,7,0.5157894736842106,0.4789473684210526,0.06315789473684211,0.509090909090909,0.01818181818181818,0.00909090909090909
C176,1.05,0.85,1.2,1.4,0.02,16,190,7,0.5263157894736842,0.47368421052631576,0.03684210526315789,0.5225225225225225,0.0,0.0
C177,1.05,0.85,1.3,1.2,0.01,12,190,7,0.5263157894736842,0.46842105263157896,0.06315789473684211,0.5714285714285714,0.026785714285714284,0.0
C178,1.05,0.85,1.3,1.2,0.01,16,190,7,0.5105263157894737,0.48947368421052634,0.06842105263157895,0.5045871559633027,0.01834862385321101,0.009174311926605505
C179,1.05,0.85,1.3,1.2,0.02,12,190,7,0.5210526315789473,0.4789473684210526,0.06315789473684211,0.4818181818181818,0.0,0.0
C180,1.05,0.85,1.3,1.2,0.02,16,190,7,0.5263157894736842,0.47368421052631576,0.06842105263157895,0.5135135135135135,0.009009009009009009,0.0
C181,1.05,0.85,1.3,1.4,0.01,12,190,7,0.5157894736842106,0.4842105263157895,0.05789473684210526,0.5137614678899083,0.009174311926605505,0.0
C182,1.05,0.85,1.3,1.4,0.01,16,190,7,0.49473684210526314,0.5052631578947369,0.1,0.5238095238095238,0.06666666666666667,0.0
C183,1.05,0.85,1.3,1.4,0.02,12,190,7,0.5210526315789473,0.4789473684210526,0.05789473684210526,0.6036036036036037,0.02702702702702703,0.0
C184,1.05,0.85,1.3,1.4,0.02,16,190,7,0.5157894736842106,0.4842105263157895,0.07368421052631578,0.5181818181818182,0.0,0.0
C185,1.05,0.85,1.4,1.2,0.01,12,190,7,0.4789473684210526,0.5105263157894737,0.08421052631578947,0.5428571428571428,0.0380952380952381,0.02857142857142857
C186,1.05,0.85,1.4,1.2,0.01,16,190,7,0.5105263157894737,0.48947368421052634,0.07894736842105263,0.5327102803738317,0.0,0.0
C187,1.05,0.85,1.4,1.2,0.02,12,190,7,0.5052631578947369,0.49473684210526314,0.08947368421052632,0.6320754716981132,0.0,0.0
C188,1.05,0.85,1.4,1.2,0.02,16,190,7,0.5,0.5,0.07894736842105263,0.5514018691588785,0.028037383177570093,0.0
C189,1.05,0.85,1.4,1.4,0.01,12,190,7,0.48947368421052634,0.5105263157894737,0.08947368421052632,0.5333333333333333,0.06666666666666667,0.0
C190,1.05,0.85,1.4,1.4,0.01,16,190,7,0.5210526315789473,0.4789473684210526,0.06315789473684211,0.5454545454545454,0.02727272727272727,0.0
C191,1.05,0.85,1.4,1.4,0.02,12,190,7,0.5052631578947369,0.48947368421052634,0.07894736842105263,0.5833333333333334,0.046296296296296294,0.009259259259259259
C192,1.05,0.85,1.4,1.4,0.02,16,190,7,0.5157894736842106,0.4789473684210526,0.06315789473684211,0.5045045045045045,0.036036036036036036,0.009009009009009009
C193,1.05,1.0,1.2,1.2,0.01,12,190,7,0.5210526315789473,0.47368421052631576,0.06842105263157895,0.4954954954954955,0.009009009009009009,0.0
C194,1.05,1.0,1.2,1.2,0.01,16,190,7,0.5263157894736842,0.47368421052631576,0.06315789473684211,0.4375,0.008928571428571428,0.0
C195,1.05,1.0,1.2,1.2,0.02,12,190,7,0.49473684210526314,0.5,0.08947368421052632,0.6037735849056604,0.018867924528301886,0.009433962264150943
C196,1.05,1.0,1.2,1.2,0.02,16,190,7,0.5052631578947369,0.48947368421052634,0.06315789473684211,0.4766355140186916,0.009345794392523364,0.009345794392523364
C197,1.05,1.0,1.2,1.4,0.01,12,190,7,0.5105263157894737,0.48947368421052634,0.08421052631578947,0.5277777777777778,0.018518518518518517,0.0
C198,1.05,1.0,1.2,1.4,0.01,16,190,7,0.5,0.5,0.07894736842105263,0.5794392523364486,0.0,0.0
C199,1.05,1.0,1.2,1.4,0.02,12,190,7,0.5105263157894737,0.48947368421052634,0.08421052631578947,0.6018518518518519,0.0,0.0
C200,1.05,1.0,1.2,1.4,0.02,16,190,7,0.5105263157894737,0.48947368421052634,0.06842105263157895,0.5,0.037037037037037035,0.0
C201,1.05,1.0,1.3,1.2,0.01,12,190,7,0.5052631578947369,0.48947368421052634,0.07368421052631578,0.5045871559633027,0.027522935779816515,0.009174311926605505
C202,1.05,1.0,1.3,1.2,0.01,16,190,7,0.5105263157894737,0.48947368421052634,0.07368421052631578,0.5277777777777778,0.0,0.0
C203,1.05,1.0,1.3,1.2,0.02,12,190,7,0.5052631578947369,0.48947368421052634,0.08421052631578947,0.5462962962962963,0.018518518518518517,0.009259259259259259
C204,1.05,1.0,1.3,1.2,0.02,16,190,7,0.5157894736842106,0.4842105263157895,0.07368421052631578,0.48623853211009177,0.0,0.0
C205,1.05,1.0,1.3,1.4,0.01,12,190,7,0.5210526315789473,0.4789473684210526,0.05789473684210526,0.41284403669724773,0.0,0.0
C206,1.05,1.0,1.3,1.4,0.01,16,190,7,0.4789473684210526,0.5157894736842106,0.10526315789473684,0.5769230769230769,0.057692307692307696,0.019230769230769232
C207,1.05,1.0,1.3,1.4,0.02,12,190,7,0.5157894736842106,0.4842105263157895,0.07368421052631578,0.5779816513761468,0.009174311926605505,0.0
C208,1.05,1.0,1.3,1.4,0.02,16,190,7,0.5052631578947369,0.48947368421052634,0.07894736842105263,0.5596330275229358,0.009174311926605505,0.009174311926605505
C209,1.05,1.0,1.4,1.2,0.01,12,190,7,0.5052631578947369,0.48947368421052634,0.08947368421052632,0.5648148148148148,0.027777777777777776,0.009259259259259259
C210,1.05,1.0,1.4,1.2,0.01,16,190,7,0.5,0.49473684210526314,0.07894736842105263,0.5420560747663551,0.04672897196261682,0.009345794392523364
C211,1.05,1.0,1.4,1.2,0.02,12,190,7,0.5105263157894737,0.48947368421052634,0.06842105263157895,0.5648148148148148,0.009259259259259259,0.0
C212,1.05,1.0,1.4,1.2,0.02,16,190,7,0.5,0.5,0.08947368421052632,0.5566037735849056,0.009433962264150943,0.0
C213,1.05,1.0,1.4,1.4,0.01,12,190,7,0.49473684210526314,0.5,0.10526315789473684,0.5754716981132075,0.009433962264150943,0.009433962264150943
C214,1.05,1.0,1.4,1.4,0.01,16,190,7,0.5210526315789473,0.4789473684210526,0.05789473684210526,0.4909090909090909,0.0,0.0
C215,1.05,1.0,1.4,1.4,0.02,12,190,7,0.5157894736842106,0.4842105263157895,0.07894736842105263,0.46788990825688076,0.027522935779816515,0.009174311926605505
C216,1.05,1.0,1.4,1.4,0.02,16,190,7,0.5157894736842106,0.4842105263157895,0.09473684210526316,0.5688073394495413,0.01834862385321101,0.0
C217,1.1,0.7,1.2,1.2,0.01,12,190,7,0.5157894736842106,0.4842105263157895,0.06842105263157895,0.5779816513761468,0.009174311926605505,0.0
C218,1.1,0.7,1.2,1.2,0.01,16,190,7,0.5,0.5,0.08947368421052632,0.5327102803738317,0.04672897196261682,0.0
C219,1.1,0.7,1.2,1.2,0.02,12,190,7,0.4842105263157895,0.5052631578947369,0.08421052631578947,0.5566037735849056,0.03773584905660377,0.018867924528301886
C220,1.1,0.7,1.2,1.2,0.02,16,190,7,0.5052631578947369,0.49473684210526314,0.07368421052631578,0.5794392523364486,0.056074766355140186,0.0
C221,1.1,0.7,1.2,1.4,0.01,12,190,7,0.5263157894736842,0.47368421052631576,0.04736842105263158,0.5405405405405406,0.009009009009009009,0.0
C222,1.1,0.7,1.2,1.4,0.01,16,190,7,0.5,0.5,0.08947368421052632,0.5943396226415094,0.0,0.0
C223,1.1,0.7,1.2,1.4,0.02,12,190,7,0.48947368421052634,0.49473684210526314,0.08421052631578947,0.4672897196261682,0.028037383177570093,0.028037383177570093
C224,1.1,0.7,1.2,1.4,0.02,16,190,7,0.5,0.48947368421052634,0.09473684210526316,0.5833333333333334,0.018518518518518517,0.018518518518518517
C225,1.1,0.7,1.3,1.2,0.01,12,190,7,0.5,0.49473684210526314,0.08947368421052632,0.5779816513761468,0.06422018348623854,0.01834862385321101
C226,1.1,0.7,1.3,1.2,0.01,16,190,7,0.5210526315789473,0.4789473684210526,0.06315789473684211,0.509090909090909,0.02727272727272727,0.0
C227,1.1,0.7,1.3,1.2,0.02,12,190,7,0.5052631578947369,0.48947368421052634,0.08421052631578947,0.5648148148148148,0.018518518518518517,0.009259259259259259
C228,1.1,0.7,1.3,1.2,0.02,16,190,7,0.5210526315789473,0.4789473684210526,0.07894736842105263,0.5636363636363636,0.01818181818181818,0.00909090909090909
C229,1.1,0.7,1.3,1.4,0.01,12,190,7,0.5210526315789473,0.4789473684210526,0.06315789473684211,0.5909090909090909,0.00909090909090909,0.0
C230,1.1,0.7,1.3,1.4,0.01,16,190,7,0.5157894736842106,0.4842105263157895,0.06315789473684211,0.4818181818181818,0.0,0.0
C231,1.1,0.7,1.3,1.4,0.02,12,190,7,0.5210526315789473,0.4789473684210526,0.07368421052631578,0.5636363636363636,0.00909090909090909,0.0
C232,1.1,0.7,1.3,1.4,0.02,16,190,7,0.5052631578947369,0.48947368421052634,0.07894736842105263,0.46788990825688076,0.01834862385321101,0.009174311926605505
C233,1.1,0.7,1.4,1.2,0.01,12,190,7,0.5157894736842106,0.4842105263157895,0.07894736842105263,0.5412844036697247,0.009174311926605505,0.0
C234,1.1,0.7,1.4,1.2,0.01,16,190,7,0.5,0.5,0.07894736842105263,0.5754716981132075,0.009433962264150943,0.0
C235,1.1,0.7,1.4,1.2,0.02,12,190,7,0.5263157894736842,0.47368421052631576,0.07894736842105263,0.5225225225225225,0.009009009009009009,0.0
C236,1.1,0.7,1.4,1.2,0.02,16,190,7,0.5,0.5,0.08421052631578947,0.49074074074074076,0.027777777777777776,0.018518518518518517
C237,1.1,0.7,1.4,1.4,0.01,12,190,7,0.5105263157894737,0.4842105263157895,0.05263157894736842,0.5636363636363636,0.00909090909090909,0.00909090909090909
C238,1.1,0.7,1.4,1.4,0.01,16,190,7,0.5052631578947369,0.48947368421052634,0.07894736842105263,0.46296296296296297,0.018518518518518517,0.009259259259259259
C239,1.1,0.7,1.4,1.4,0.02,12,190,7,0.48947368421052634,0.5052631578947369,0.09473684210526316,0.5566037735849056,0.0660377358490566,0.018867924528301886
C240,1.1,0.7,1.4,1.4,0.02,16,190,7,0.5105263157894737,0.48947368421052634,0.06842105263157895,0.5648148148148148,0.009259259259259259,0.0
C241,1.1,0.85,1.2,1.2,0.01,12,190,7,0.5157894736842106,0.4789473684210526,0.05263157894736842,0.5405405405405406,0.018018018018018018,0.009009009009009009
C242,1.1,0.85,1.2,1.2,0.01,16,190,7,0.5052631578947369,0.49473684210526314,0.08421052631578947,0.5981308411214953,0.009345794392523364,0.0
C243,1.1,0.85,1.2,1.2,0.02,12,190,7,0.5105263157894737,0.48947368421052634,0.07894736842105263,0.49074074074074076,0.018518518518518517,0.0
C244,1.1,0.85,1.2,1.2,0.02,16,190,7,0.5157894736842106,0.4842105263157895,0.07368421052631578,0.4954128440366973,0.0,0.0
C245,1.1,0.85,1.2,1.4,0.01,12,190,7,0.48947368421052634,0.5,0.08421052631578947,0.5233644859813084,0.018691588785046728,0.018691588785046728
C246,1.1,0.85,1.2,1.4,0.01,16,190,7,0.5157894736842106,0.4842105263157895,0.06315789473684211,0.5504587155963303,0.009174311926605505,0.0
C247,1.1,0.85,1.2,1.4,0.02,12,190,7,0.49473684210526314,0.5,0.09473684210526316,0.5514018691588785,0.009345794392523364,0.009345794392523364
C248,1.1,0.85,1.2,1.4,0.02,16,190,7,0.5157894736842106,0.4842105263157895,0.07368421052631578,0.5596330275229358,0.0,0.0
C249,1.1,0.85,1.3,1.2,0.01,12,190,7,0.49473684210526314,0.49473684210526314,0.07894736842105263,0.5327102803738317,0.028037383177570093,0.018691588785046728
C250,1.1,0.85,1.3,1.2,0.01,16,190,7,0.4842105263157895,0.5052631578947369,0.09473684210526316,0.5471698113207547,0.02830188679245283,0.018867924528301886
C251,1.1,0.85,1.3,1.2,0.02,12,190,7,0.5210526315789473,0.4789473684210526,0.05789473684210526,0.5454545454545454,0.0,0.0
C252,1.1,0.85,1.3,1.2,0.02,16,190,7,0.5,0.49473684210526314,0.07368421052631578,0.4672897196261682,0.028037383177570093,0.009345794392523364
C253,1.1,0.85,1.3,1.4,0.01,12,190,7,0.5052631578947369,0.48947368421052634,0.08947368421052632,0.5925925925925926,0.027777777777777776,0.009259259259259259
C254,1.1,0.85,1.3,1.4,0.01,16,190,7,0.5105263157894737,0.48947368421052634,0.07368421052631578,0.5833333333333334,0.009259259259259259,0.0
C255,1.1,0.85,1.3,1.4,0.02,12,190,7,0.5157894736842106,0.4842105263157895,0.06842105263157895,0.5504587155963303,0.01834862385321101,0.0
C256,1.1,0.85,1.3,1.4,0.02,16,190,7,0.5105263157894737,0.48947368421052634,0.08421052631578947,0.48148148148148145,0.009259259259259259,0.0
C257,1.1,0.85,1.4,1.2,0.01,12,190,7,0.4631578947368421,0.5157894736842106,0.10526315789473684,0.5865384615384616,0.038461538461538464,0.028846153846153848
C258,1.1,0.85,1.4,1.2,0.01,16,190,7,0.5,0.5,0.08947368421052632,0.5943396226415094,0.018867924528301886,0.0
C259,1.1,0.85,1.4,1.2,0.02,12,190,7,0.5052631578947369,0.48947368421052634,0.07894736842105263,0.5833333333333334,0.009259259259259259,0.009259259259259259
C260,1.1,0.85,1.4,1.2,0.02,16,190,7,0.5105263157894737,0.4842105263157895,0.06842105263157895,0.45871559633027525,0.01834862385321101,0.009174311926605505
C261,1.1,0.85,1.4,1.4,0.01,12,190,7,0.5105263157894737,0.48947368421052634,0.07368421052631578,0.5185185185185185,0.0,0.0
C262,1.1,0.85,1.4,1.4,0.01,16,190,7,0.5263157894736842,0.47368421052631576,0.05789473684210526,0.5315315315315315,0.018018018018018018,0.0
C263,1.1,0.85,1.4,1.4,0.02,12,190,7,0.5105263157894737,0.48947368421052634,0.07368421052631578,0.5925925925925926,0.009259259259259259,0.0
C264,1.1,0.85,1.4,1.4,0.02,16,190,7,0.5157894736842106,0.4842105263157895,0.05789473684210526,0.509090909090909,0.0,0.0
C265,1.1,1.0,1.2,1.2,0.01,12,190,7,0.49473684210526314,0.5,0.07368421052631578,0.5471698113207547,0.009433962264150943,0.009433962264150943
C266,1.1,1.0,1.2,1.2,0.01,16,190,7,0.5105263157894737,0.48947368421052634,0.07894736842105263,0.4954128440366973,0.009174311926605505,0.0
C267,1.1,1.0,1.2,1.2,0.02,12,190,7,0.5210526315789473,0.4789473684210526,0.07368421052631578,0.6090909090909091,0.01818181818181818,0.0
C268,1.1,1.0,1.2,1.2,0.02,16,190,7,0.5210526315789473,0.4789473684210526,0.05263157894736842,0.5135135135135135,0.0,0.0
C269,1.1,1.0,1.2,1.4,0.01,12,190,7,0.5,0.49473684210526314,0.07894736842105263,0.5233644859813084,0.028037383177570093,0.009345794392523364
C270,1.1,1.0,1.2,1.4,0.01,16,190,7,0.5263157894736842,0.47368421052631576,0.06842105263157895,0.5135135135135135,0.0,0.0
C271,1.1,1.0,1.2,1.4,0.02,12,190,7,0.5263157894736842,0.46842105263157896,0.04736842105263158,0.42857142857142855,0.008928571428571428,0.0
C272,1.1,1.0,1.2,1.4,0.02,16,190,7,0.5052631578947369,0.49473684210526314,0.07894736842105263,0.5092592592592593,0.0,0.0
C273,1.1,1.0,1.3,1.2,0.01,12,190,7,0.5157894736842106,0.4842105263157895,0.08947368421052632,0.4954128440366973,0.03669724770642202,0.0
C274,1.1,1.0,1.3,1.2,0.01,16,190,7,0.5105263157894737,0.48947368421052634,0.07894736842105263,0.5229357798165137,0.009174311926605505,0.0
C275,1.1,1.0,1.3,1.2,0.02,12,190,7,0.5105263157894737,0.4842105263157895,0.05789473684210526,0.4954128440366973,0.027522935779816515,0.0
C276,1.1,1.0,1.3,1.2,0.02,16,190,7,0.5157894736842106,0.4842105263157895,0.06315789473684211,0.5963302752293578,0.009174311926605505,0.0
C277,1.1,1.0,1.3,1.4,0.01,12,190,7,0.48947368421052634,0.5,0.08421052631578947,0.5471698113207547,0.02830188679245283,0.018867924528301886
C278,1.1,1.0,1.3,1.4,0.01,16,190,7,0.5,0.49473684210526314,0.07368421052631578,0.5327102803738317,0.028037383177570093,0.0
C279,1.1,1.0,1.3,1.4,0.02,12,190,7,0.5210526315789473,0.4789473684210526,0.07368421052631578,0.5181818181818182,0.00909090909090909,0.0
C280,1.1,1.0,1.3,1.4,0.02,16,190,7,0.48947368421052634,0.5,0.09473684210526316,0.6,0.01904761904761905,0.01904761904761905
C281,1.1,1.0,1.4,1.2,0.01,12,190,7,0.5052631578947369,0.48947368421052634,0.09473684210526316,0.5925925925925926,0.018518518518518517,0.009259259259259259
C282,1.1,1.0,1.4,1.2,0.01,16,190,7,0.49473684210526314,0.5,0.08947368421052632,0.5377358490566038,0.018867924528301886,0.018867924528301886
C283,1.1,1.0,1.4,1.2,0.02,12,190,7,0.5,0.49473684210526314,0.1,0.5700934579439252,0.018691588785046728,0.009345794392523364
C284,1.1,1.0,1.4,1.2,0.02,16,190,7,0.5210526315789473,0.4789473684210526,0.07368421052631578,0.4818181818181818,0.01818181818181818,0.00909090909090909
C285,1.1,1.0,1.4,1.4,0.01,12,190,7,0.5157894736842106,0.4842105263157895,0.06842105263157895,0.5412844036697247,0.01834862385321101,0.009174311926605505
C286,1.1,1.0,1.4,1.4,0.01,16,190,7,0.531578947368421,0.46842105263157896,0.06842105263157895,0.48214285714285715,0.017857142857142856,0.0
C287,1.1,1.0,1.4,1.4,0.02,12,190,7,0.48947368421052634,0.5052631578947369,0.1,0.5188679245283019,0.04716981132075472,0.0
C288,1.1,1.0,1.4,1.4,0.02,16,190,7,0.5105263157894737,0.4842105263157895,0.07894736842105263,0.5636363636363636,0.00909090909090909,0.00909090909090909
