label,limit_threshold,bandwidth_refill,compute_ceiling,max_boost,decay,adjust_interval,slo_rate,ir_gt_1,ir_gt_1_25,ir_gt_1_5,limited_ratio,drop_rate,limiter_events_per_task,score,signature
C78,1.0,0.7,1.2,1.4,0.01,16,0.5368421052631579,0.48214285714285715,0.008928571428571428,0.0,0.3263157894736842,0.4631578947368421,304.0210526315789,-0.3400375939849624,lt=1.000 | br=0.700 | cc=1.200 | mb=1.400 | dec=0.010 | adj=16
C188,1.05,0.85,1.4,1.2,0.02,16,0.5,0.5514018691588785,0.028037383177570093,0.0,0.07894736842105263,0.5,487.43684210526317,-0.3408755533694048,lt=1.050 | br=0.850 | cc=1.400 | mb=1.200 | dec=0.020 | adj=16
C229,1.1,0.7,1.3,1.4,0.01,12,0.5210526315789473,0.5909090909090909,0.00909090909090909,0.0,0.06315789473684211,0.4789473684210526,340.0473684210526,-0.340909090909091,lt=1.100 | br=0.700 | cc=1.300 | mb=1.400 | dec=0.010 | adj=12
C207,1.05,1.0,1.3,1.4,0.02,12,0.5157894736842106,0.5779816513761468,0.009174311926605505,0.0,0.07368421052631578,0.4842105263157895,396.31052631578945,-0.3411395461129888,lt=1.050 | br=1.000 | cc=1.300 | mb=1.400 | dec=0.020 | adj=12
C151,1.05,0.7,1.2,1.4,0.02,12,0.4789473684210526,0.5096153846153846,0.08653846153846154,0.009615384615384616,0.10526315789473684,0.5157894736842106,695.7947368421053,-0.34119433198380567,lt=1.050 | br=0.700 | cc=1.200 | mb=1.400 | dec=0.020 | adj=12
C216,1.05,1.0,1.4,1.4,0.02,16,0.5157894736842106,0.5688073394495413,0.01834862385321101,0.0,0.09473684210526316,0.4842105263157895,468.90526315789475,-0.34249154997585707,lt=1.050 | br=1.000 | cc=1.400 | mb=1.400 | dec=0.020 | adj=16
C170,1.05,0.85,1.2,1.2,0.01,16,0.48947368421052634,0.5377358490566038,0.018867924528301886,0.018867924528301886,0.08947368421052632,0.5,506.60526315789474,-0.34299900695134056,lt=1.050 | br=0.850 | cc=1.200 | mb=1.200 | dec=0.010 | adj=16
C43,0.95,0.85,1.4,1.2,0.02,12,0.5368421052631579,0.4778761061946903,0.0,0.0,0.34210526315789475,0.4631578947368421,293.56315789473683,-0.3436655798789008,lt=0.950 | br=0.850 | cc=1.400 | mb=1.200 | dec=0.020 | adj=12
C189,1.05,0.85,1.4,1.4,0.01,12,0.48947368421052634,0.5333333333333333,0.06666666666666667,0.0,0.08947368421052632,0.5105263157894737,570.9947368421052,-0.343859649122807,lt=1.050 | br=0.850 | cc=1.400 | mb=1.400 | dec=0.010 | adj=12
C50,0.95,1.0,1.2,1.2,0.01,16,0.5263157894736842,0.4642857142857143,0.0,0.0,0.34210526315789475,0.47368421052631576,288.33684210526314,-0.3458646616541354,lt=0.950 | br=1.000 | cc=1.200 | mb=1.200 | dec=0.010 | adj=16
C227,1.1,0.7,1.3,1.2,0.02,12,0.5052631578947369,0.5648148148148148,0.018518518518518517,0.009259259259259259,0.08421052631578947,0.48947368421052634,438.44736842105266,-0.3463937621832358,lt=1.100 | br=0.700 | cc=1.300 | mb=1.200 | dec=0.020 | adj=12
C209,1.05,1.0,1.4,1.2,0.01,12,0.5052631578947369,0.5648148148148148,0.027777777777777776,0.009259259259259259,0.08947368421052632,0.48947368421052634,490.6842105263158,-0.34902534113060424,lt=1.050 | br=1.000 | cc=1.400 | mb=1.200 | dec=0.010 | adj=12
C277,1.1,1.0,1.3,1.4,0.01,12,0.48947368421052634,0.5471698113207547,0.02830188679245283,0.018867924528301886,0.08421052631578947,0.5,476.0842105263158,-0.34980139026812307,lt=1.100 | br=1.000 | cc=1.300 | mb=1.400 | dec=0.010 | adj=12
C183,1.05,0.85,1.3,1.4,0.02,12,0.5210526315789473,0.6036036036036037,0.02702702702702703,0.0,0.05789473684210526,0.4789473684210526,347.5684210526316,-0.3509720246562353,lt=1.050 | br=0.850 | cc=1.300 | mb=1.400 | dec=0.020 | adj=12
C212,1.05,1.0,1.4,1.2,0.02,16,0.5,0.5566037735849056,0.009433962264150943,0.0,0.08947368421052632,0.5,486.29473684210524,-0.35134061569016883,lt=1.050 | br=1.000 | cc=1.400 | mb=1.200 | dec=0.020 | adj=16
C62,0.95,1.0,1.3,1.4,0.01,16,0.5052631578947369,0.44954128440366975,0.01834862385321101,0.01834862385321101,0.33157894736842103,0.4842105263157895,414.12631578947367,-0.35217286335103815,lt=0.950 | br=1.000 | cc=1.300 | mb=1.400 | dec=0.010 | adj=16
C247,1.1,0.85,1.2,1.4,0.02,12,0.49473684210526314,0.5514018691588785,0.009345794392523364,0.009345794392523364,0.09473684210526316,0.5,492.36842105263156,-0.35403344810624693,lt=1.100 | br=0.850 | cc=1.200 | mb=1.400 | dec=0.020 | adj=12
C276,1.1,1.0,1.3,1.2,0.02,16,0.5157894736842106,0.5963302752293578,0.009174311926605505,0.0,0.06315789473684211,0.4842105263157895,345.5578947368421,-0.354225012071463,lt=1.100 | br=1.000 | cc=1.300 | mb=1.200 | dec=0.020 | adj=16
C254,1.1,0.85,1.3,1.4,0.01,16,0.5105263157894737,0.5833333333333334,0.009259259259259259,0.0,0.07368421052631578,0.48947368421052634,407.2105263157895,-0.3543859649122807,lt=1.100 | br=0.850 | cc=1.300 | mb=1.400 | dec=0.010 | adj=16
C101,1.0,0.85,1.2,1.4,0.01,12,0.5210526315789473,0.4594594594594595,0.009009009009009009,0.0,0.35789473684210527,0.4789473684210526,284.30526315789473,-0.35682788051209113,lt=1.000 | br=0.850 | cc=1.200 | mb=1.400 | dec=0.010 | adj=12
C162,1.05,0.7,1.4,1.2,0.01,16,0.5052631578947369,0.5779816513761468,0.03669724770642202,0.0,0.07894736842105263,0.48947368421052634,451.0263157894737,-0.3569290197971994,lt=1.050 | br=0.700 | cc=1.400 | mb=1.200 | dec=0.010 | adj=16
C102,1.0,0.85,1.2,1.4,0.01,16,0.5263157894736842,0.4864864864864865,0.009009009009009009,0.0,0.32105263157894737,0.47368421052631576,347.8157894736842,-0.3575391180654339,lt=1.000 | br=0.850 | cc=1.200 | mb=1.400 | dec=0.010 | adj=16
C97,1.0,0.85,1.2,1.2,0.01,12,0.5210526315789473,0.4636363636363636,0.00909090909090909,0.0,0.3526315789473684,0.4789473684210526,416.5105263157895,-0.3583732057416268,lt=1.000 | br=0.850 | cc=1.200 | mb=1.200 | dec=0.010 | adj=12
C220,1.1,0.7,1.2,1.2,0.02,16,0.5052631578947369,0.5794392523364486,0.056074766355140186,0.0,0.07368421052631578,0.49473684210526314,445.27894736842103,-0.35838662075750116,lt=1.100 | br=0.700 | cc=1.200 | mb=1.200 | dec=0.020 | adj=16
C185,1.05,0.85,1.4,1.2,0.01,12,0.4789473684210526,0.5428571428571428,0.0380952380952381,0.02857142857142857,0.08421052631578947,0.5105263157894737,503.0210526315789,-0.36127819548872175,lt=1.050 | br=0.850 | cc=1.400 | mb=1.200 | dec=0.010 | adj=12
C191,1.05,0.85,1.4,1.4,0.02,12,0.5052631578947369,0.5833333333333334,0.046296296296296294,0.009259259259259259,0.07894736842105263,0.48947368421052634,441.0263157894737,-0.362280701754386,lt=1.050 | br=0.850 | cc=1.400 | mb=1.400 | dec=0.020 | adj=12
C259,1.1,0.85,1.4,1.2,0.02,12,0.5052631578947369,0.5833333333333334,0.009259259259259259,0.009259259259259259,0.07894736842105263,0.48947368421052634,408.5,-0.362280701754386,lt=1.100 | br=0.850 | cc=1.400 | mb=1.200 | dec=0.020 | adj=12
C250,1.1,0.85,1.3,1.2,0.01,16,0.4842105263157895,0.5471698113207547,0.02830188679245283,0.018867924528301886,0.09473684210526316,0.5052631578947369,512.4368421052632,-0.3629592850049652,lt=1.100 | br=0.850 | cc=1.300 | mb=1.200 | dec=0.010 | adj=16
C115,1.0,0.85,1.4,1.2,0.02,12,0.5157894736842106,0.4636363636363636,0.05454545454545454,0.00909090909090909,0.3473684210526316,0.4842105263157895,432.8421052631579,-0.3636363636363636,lt=1.000 | br=0.850 | cc=1.400 | mb=1.200 | dec=0.020 | adj=12
C263,1.1,0.85,1.4,1.4,0.02,12,0.5105263157894737,0.5925925925925926,0.009259259259259259,0.0,0.07368421052631578,0.48947368421052634,375.44736842105266,-0.3636452241715399,lt=1.100 | br=0.850 | cc=1.400 | mb=1.400 | dec=0.020 | adj=12
C267,1.1,1.0,1.2,1.2,0.02,12,0.5210526315789473,0.6090909090909091,0.01818181818181818,0.0,0.07368421052631578,0.4789473684210526,402.7684210526316,-0.364354066985646,lt=1.100 | br=1.000 | cc=1.200 | mb=1.200 | dec=0.020 | adj=12
C234,1.1,0.7,1.4,1.2,0.01,16,0.5,0.5754716981132075,0.009433962264150943,0.0,0.07894736842105263,0.5,428.19473684210527,-0.36494538232373386,lt=1.100 | br=0.700 | cc=1.400 | mb=1.200 | dec=0.010 | adj=16
C219,1.1,0.7,1.2,1.2,0.02,12,0.4842105263157895,0.5566037735849056,0.03773584905660377,0.018867924528301886,0.08421052631578947,0.5052631578947369,498.5263157894737,-0.3671300893743793,lt=1.100 | br=0.700 | cc=1.200 | mb=1.200 | dec=0.020 | adj=12
C239,1.1,0.7,1.4,1.4,0.02,12,0.48947368421052634,0.5566037735849056,0.0660377358490566,0.018867924528301886,0.09473684210526316,0.5052631578947369,533.6526315789474,-0.3671300893743793,lt=1.100 | br=0.700 | cc=1.400 | mb=1.400 | dec=0.020 | adj=12
C283,1.1,1.0,1.4,1.2,0.02,12,0.5,0.5700934579439252,0.018691588785046728,0.009345794392523364,0.1,0.49473684210526314,497.96315789473687,-0.36746187899655675,lt=1.100 | br=1.000 | cc=1.400 | mb=1.200 | dec=0.020 | adj=12
C159,1.05,0.7,1.3,1.4,0.02,12,0.5052631578947369,0.5887850467289719,0.0,0.0,0.07368421052631578,0.49473684210526314,413.4,-0.3677324151500245,lt=1.050 | br=0.700 | cc=1.300 | mb=1.400 | dec=0.020 | adj=12
C164,1.05,0.7,1.4,1.2,0.02,16,0.48947368421052634,0.5523809523809524,0.0761904761904762,0.009523809523809525,0.1,0.5105263157894737,621.1473684210526,-0.3681704260651629,lt=1.050 | br=0.700 | cc=1.400 | mb=1.200 | dec=0.020 | adj=16
C198,1.05,1.0,1.2,1.4,0.01,16,0.5,0.5794392523364486,0.0,0.0,0.07894736842105263,0.5,449.1,-0.3689129365469749,lt=1.050 | br=1.000 | cc=1.200 | mb=1.400 | dec=0.010 | adj=16
C225,1.1,0.7,1.3,1.2,0.01,12,0.5,0.5779816513761468,0.06422018348623854,0.01834862385321101,0.08947368421052632,0.49473684210526314,479.7105263157895,-0.3700869145340415,lt=1.100 | br=0.700 | cc=1.300 | mb=1.200 | dec=0.010 | adj=12
C173,1.05,0.85,1.2,1.4,0.01,12,0.5,0.5833333333333334,0.009259259259259259,0.009259259259259259,0.07894736842105263,0.49473684210526314,476.11052631578946,-0.37017543859649127,lt=1.050 | br=0.850 | cc=1.200 | mb=1.400 | dec=0.010 | adj=12
C155,1.05,0.7,1.3,1.2,0.02,12,0.5105263157894737,0.6018518518518519,0.018518518518518517,0.0,0.06842105263157895,0.48947368421052634,401.5684210526316,-0.37027290448343075,lt=1.050 | br=0.700 | cc=1.300 | mb=1.200 | dec=0.020 | adj=12
C80,1.0,0.7,1.2,1.4,0.02,16,0.5210526315789473,0.4818181818181818,0.00909090909090909,0.0,0.34210526315789475,0.4789473684210526,382.96315789473687,-0.3712918660287082,lt=1.000 | br=0.700 | cc=1.200 | mb=1.400 | dec=0.020 | adj=16
C116,1.0,0.85,1.4,1.2,0.02,16,0.5210526315789473,0.4818181818181818,0.0,0.0,0.34210526315789475,0.4789473684210526,391.0315789473684,-0.3712918660287082,lt=1.000 | br=0.850 | cc=1.400 | mb=1.200 | dec=0.020 | adj=16
C163,1.05,0.7,1.4,1.2,0.02,12,0.49473684210526314,0.5700934579439252,0.018691588785046728,0.009345794392523364,0.09473684210526316,0.5,537.6368421052632,-0.37272503689129366,lt=1.050 | br=0.700 | cc=1.400 | mb=1.200 | dec=0.020 | adj=12
C224,1.1,0.7,1.2,1.4,0.02,16,0.5,0.5833333333333334,0.018518518518518517,0.018518518518518517,0.09473684210526316,0.48947368421052634,484.5315789473684,-0.3754385964912281,lt=1.100 | br=0.700 | cc=1.200 | mb=1.400 | dec=0.020 | adj=16
C253,1.1,0.85,1.3,1.4,0.01,12,0.5052631578947369,0.5925925925925926,0.027777777777777776,0.009259259259259259,0.08947368421052632,0.48947368421052634,460.85263157894735,-0.37680311890838203,lt=1.100 | br=0.850 | cc=1.300 | mb=1.400 | dec=0.010 | adj=12
C1,0.95,0.7,1.2,1.2,0.01,12,0.5,0.4537037037037037,0.027777777777777776,0.009259259259259259,0.3526315789473684,0.49473684210526314,479.4315789473684,-0.3773879142300195,lt=0.950 | br=0.700 | cc=1.200 | mb=1.200 | dec=0.010 | adj=12
C199,1.05,1.0,1.2,1.4,0.02,12,0.5105263157894737,0.6018518518518519,0.0,0.0,0.08421052631578947,0.48947368421052634,465.6684210526316,-0.37816764132553604,lt=1.050 | br=1.000 | cc=1.200 | mb=1.400 | dec=0.020 | adj=12
C137,1.0,1.0,1.4,1.2,0.01,12,0.5052631578947369,0.46296296296296297,0.027777777777777776,0.009259259259259259,0.3526315789473684,0.48947368421052634,506.37368421052633,-0.3787524366471735,lt=1.000 | br=1.000 | cc=1.400 | mb=1.200 | dec=0.010 | adj=12
C281,1.1,1.0,1.4,1.2,0.01,12,0.5052631578947369,0.5925925925925926,0.018518518518518517,0.009259259259259259,0.09473684210526316,0.48947368421052634,476.7578947368421,-0.37943469785575046,lt=1.100 | br=1.000 | cc=1.400 | mb=1.200 | dec=0.010 | adj=12
C20,0.95,0.7,1.4,1.2,0.02,16,0.5157894736842106,0.47706422018348627,0.009174311926605505,0.0,0.3526315789473684,0.4842105263157895,390.9157894736842,-0.3796957991308546,lt=0.950 | br=0.700 | cc=1.400 | mb=1.200 | dec=0.020 | adj=16
C76,1.0,0.7,1.2,1.2,0.02,16,0.5,0.46296296296296297,0.009259259259259259,0.009259259259259259,0.34210526315789475,0.49473684210526314,489.3157894736842,-0.38138401559454194,lt=1.000 | br=0.700 | cc=1.200 | mb=1.200 | dec=0.020 | adj=16
C118,1.0,0.85,1.4,1.4,0.01,16,0.5210526315789473,0.4818181818181818,0.01818181818181818,0.0,0.3631578947368421,0.4789473684210526,408.31052631578945,-0.38181818181818183,lt=1.000 | br=0.850 | cc=1.400 | mb=1.400 | dec=0.010 | adj=16
C2,0.95,0.7,1.2,1.2,0.01,16,0.5052631578947369,0.4636363636363636,0.01818181818181818,0.01818181818181818,0.3631578947368421,0.4842105263157895,410.11052631578946,-0.38205741626794254,lt=0.950 | br=0.700 | cc=1.200 | mb=1.200 | dec=0.010 | adj=16
C242,1.1,0.85,1.2,1.2,0.01,16,0.5052631578947369,0.5981308411214953,0.009345794392523364,0.0,0.08421052631578947,0.49473684210526314,433.29473684210524,-0.38234136743728475,lt=1.100 | br=0.850 | cc=1.200 | mb=1.200 | dec=0.010 | adj=16
C213,1.05,1.0,1.4,1.4,0.01,12,0.49473684210526314,0.5754716981132075,0.009433962264150943,0.009433962264150943,0.10526315789473684,0.5,558.1526315789474,-0.3833664349553128,lt=1.050 | br=1.000 | cc=1.400 | mb=1.400 | dec=0.010 | adj=12
C128,1.0,1.0,1.2,1.4,0.02,16,0.5105263157894737,0.46788990825688076,0.009174311926605505,0.0,0.3631578947368421,0.48947368421052634,495.09473684210525,-0.3836793819410913,lt=1.000 | br=1.000 | cc=1.200 | mb=1.400 | dec=0.020 | adj=16
C100,1.0,0.85,1.2,1.2,0.02,16,0.531578947368421,0.5,0.026785714285714284,0.0,0.3631578947368421,0.46842105263157896,321.38421052631577,-0.3842105263157895,lt=1.000 | br=0.850 | cc=1.200 | mb=1.200 | dec=0.020 | adj=16
C108,1.0,0.85,1.3,1.2,0.02,16,0.5157894736842106,0.4909090909090909,0.03636363636363636,0.01818181818181818,0.3473684210526316,0.47368421052631576,352.2842105263158,-0.385645933014354,lt=1.000 | br=0.850 | cc=1.300 | mb=1.200 | dec=0.020 | adj=16
C222,1.1,0.7,1.2,1.4,0.01,16,0.5,0.5943396226415094,0.0,0.0,0.08947368421052632,0.5,471.87368421052633,-0.3890764647467726,lt=1.100 | br=0.700 | cc=1.200 | mb=1.400 | dec=0.010 | adj=16
C258,1.1,0.85,1.4,1.2,0.01,16,0.5,0.5943396226415094,0.018867924528301886,0.0,0.08947368421052632,0.5,478.9684210526316,-0.3890764647467726,lt=1.100 | br=0.850 | cc=1.400 | mb=1.200 | dec=0.010 | adj=16
C25,0.95,0.85,1.2,1.2,0.01,12,0.5263157894736842,0.5135135135135135,0.0,0.0,0.3368421052631579,0.47368421052631576,355.0105263157895,-0.39246088193456613,lt=0.950 | br=0.850 | cc=1.200 | mb=1.200 | dec=0.010 | adj=12
C150,1.05,0.7,1.2,1.4,0.01,16,0.4789473684210526,0.5673076923076923,0.10576923076923077,0.019230769230769232,0.1,0.5105263157894737,608.6684210526316,-0.3936234817813765,lt=1.050 | br=0.700 | cc=1.200 | mb=1.400 | dec=0.010 | adj=16
C95,1.0,0.7,1.4,1.4,0.02,12,0.5157894736842106,0.5045871559633027,0.01834862385321101,0.0,0.3263157894736842,0.4842105263157895,390.06315789473683,-0.39406084017382903,lt=1.000 | br=0.700 | cc=1.400 | mb=1.400 | dec=0.020 | adj=12
C35,0.95,0.85,1.3,1.2,0.02,12,0.5105263157894737,0.5,0.027777777777777776,0.0,0.32105263157894737,0.48947368421052634,389.84736842105264,-0.39473684210526316,lt=0.950 | br=0.850 | cc=1.300 | mb=1.200 | dec=0.020 | adj=12
C105,1.0,0.85,1.3,1.2,0.01,12,0.5210526315789473,0.509090909090909,0.00909090909090909,0.0,0.3368421052631579,0.4789473684210526,393.85263157894735,-0.39593301435406697,lt=1.000 | br=0.850 | cc=1.300 | mb=1.200 | dec=0.010 | adj=12
C23,0.95,0.7,1.4,1.4,0.02,12,0.5052631578947369,0.48623853211009177,0.01834862385321101,0.009174311926605505,0.34210526315789475,0.48947368421052634,495.09473684210525,-0.39676484789956545,lt=0.950 | br=0.700 | cc=1.400 | mb=1.400 | dec=0.020 | adj=12
C92,1.0,0.7,1.4,1.2,0.02,16,0.5210526315789473,0.5181818181818182,0.0,0.0,0.32105263157894737,0.4789473684210526,409.7105263157895,-0.3971291866028709,lt=1.000 | br=0.700 | cc=1.400 | mb=1.200 | dec=0.020 | adj=16
C57,0.95,1.0,1.3,1.2,0.01,12,0.5368421052631579,0.5132743362831859,0.0,0.0,0.37894736842105264,0.4631578947368421,334.3157894736842,-0.3974848625989753,lt=0.950 | br=1.000 | cc=1.300 | mb=1.200 | dec=0.010 | adj=12
C94,1.0,0.7,1.4,1.4,0.01,16,0.5052631578947369,0.48148148148148145,0.027777777777777776,0.0,0.3526315789473684,0.49473684210526314,561.1947368421053,-0.39990253411306037,lt=1.000 | br=0.700 | cc=1.400 | mb=1.400 | dec=0.010 | adj=16
C75,1.0,0.7,1.2,1.2,0.02,12,0.5105263157894737,0.5,0.009259259259259259,0.0,0.33157894736842103,0.48947368421052634,467.2736842105263,-0.39999999999999997,lt=1.000 | br=0.700 | cc=1.200 | mb=1.200 | dec=0.020 | adj=12
C28,0.95,0.85,1.2,1.2,0.02,16,0.5263157894736842,0.5135135135135135,0.0,0.0,0.3526315789473684,0.47368421052631576,348.89473684210526,-0.40035561877667136,lt=0.950 | br=0.850 | cc=1.200 | mb=1.200 | dec=0.020 | adj=16
C93,1.0,0.7,1.4,1.4,0.01,12,0.5157894736842106,0.5045871559633027,0.0,0.0,0.34210526315789475,0.4842105263157895,431.12105263157895,-0.40195557701593426,lt=1.000 | br=0.700 | cc=1.400 | mb=1.400 | dec=0.010 | adj=12
C123,1.0,1.0,1.2,1.2,0.02,12,0.5105263157894737,0.5045871559633027,0.01834862385321101,0.0,0.33157894736842103,0.4842105263157895,382.13157894736844,-0.40195557701593426,lt=1.000 | br=1.000 | cc=1.200 | mb=1.200 | dec=0.020 | adj=12
C195,1.05,1.0,1.2,1.2,0.02,12,0.49473684210526314,0.6037735849056604,0.018867924528301886,0.009433962264150943,0.08947368421052632,0.5,498.7157894736842,-0.4037735849056604,lt=1.050 | br=1.000 | cc=1.200 | mb=1.200 | dec=0.020 | adj=12
C134,1.0,1.0,1.3,1.4,0.01,16,0.5368421052631579,0.5309734513274337,0.017699115044247787,0.0,0.35789473684210527,0.4631578947368421,235.71052631578948,-0.40465766185374946,lt=1.000 | br=1.000 | cc=1.300 | mb=1.400 | dec=0.010 | adj=16
C122,1.0,1.0,1.2,1.2,0.01,16,0.5210526315789473,0.5225225225225225,0.009009009009009009,0.0,0.33157894736842103,0.4789473684210526,291.33684210526314,-0.406733048838312,lt=1.000 | br=1.000 | cc=1.200 | mb=1.200 | dec=0.010 | adj=16
C280,1.1,1.0,1.3,1.4,0.02,16,0.48947368421052634,0.6,0.01904761904761905,0.01904761904761905,0.09473684210526316,0.5,500.55263157894734,-0.4078947368421052,lt=1.100 | br=1.000 | cc=1.300 | mb=1.400 | dec=0.020 | adj=16
C84,1.0,0.7,1.3,1.2,0.02,16,0.5210526315789473,0.5135135135135135,0.009009009009009009,0.009009009009009009,0.35789473684210527,0.47368421052631576,354.6421052631579,-0.40825035561877665,lt=1.000 | br=0.700 | cc=1.300 | mb=1.200 | dec=0.020 | adj=16
C61,0.95,1.0,1.3,1.4,0.01,12,0.5157894736842106,0.5137614678899083,0.027522935779816515,0.0,0.3368421052631579,0.4842105263157895,412.7578947368421,-0.4084983099951714,lt=0.950 | br=1.000 | cc=1.300 | mb=1.400 | dec=0.010 | adj=12
C206,1.05,1.0,1.3,1.4,0.01,16,0.4789473684210526,0.5769230769230769,0.057692307692307696,0.019230769230769232,0.10526315789473684,0.5157894736842106,634.8368421052631,-0.40850202429149796,lt=1.050 | br=1.000 | cc=1.300 | mb=1.400 | dec=0.010 | adj=16
C64,0.95,1.0,1.3,1.4,0.02,16,0.5210526315789473,0.509090909090909,0.00909090909090909,0.0,0.3631578947368421,0.4789473684210526,301.5473684210526,-0.40909090909090906,lt=0.950 | br=1.000 | cc=1.300 | mb=1.400 | dec=0.020 | adj=16
C71,0.95,1.0,1.4,1.4,0.02,12,0.5263157894736842,0.5225225225225225,0.0,0.0,0.3526315789473684,0.47368421052631576,369.7,-0.4093646277856804,lt=0.950 | br=1.000 | cc=1.400 | mb=1.400 | dec=0.020 | adj=12
C83,1.0,0.7,1.3,1.2,0.02,12,0.49473684210526314,0.4672897196261682,0.018691588785046728,0.009345794392523364,0.3736842105263158,0.5,552.3473684210526,-0.40939498278406294,lt=1.000 | br=0.700 | cc=1.300 | mb=1.200 | dec=0.020 | adj=12
C89,1.0,0.7,1.4,1.2,0.01,12,0.5157894736842106,0.5135135135135135,0.018018018018018018,0.0,0.3473684210526316,0.4789473684210526,403.7894736842105,-0.410881934566145,lt=1.000 | br=0.700 | cc=1.400 | mb=1.200 | dec=0.010 | adj=12
C56,0.95,1.0,1.2,1.4,0.02,16,0.5210526315789473,0.5272727272727272,0.00909090909090909,0.0,0.33157894736842103,0.4789473684210526,369.11578947368423,-0.41148325358851673,lt=0.950 | br=1.000 | cc=1.200 | mb=1.400 | dec=0.020 | adj=16
C51,0.95,1.0,1.2,1.2,0.02,12,0.5157894736842106,0.5229357798165137,0.0,0.0,0.3263157894736842,0.4842105263157895,368.9526315789474,-0.41240946402704004,lt=0.950 | br=1.000 | cc=1.200 | mb=1.200 | dec=0.020 | adj=12
C10,0.95,0.7,1.3,1.2,0.01,16,0.5105263157894737,0.5045871559633027,0.009174311926605505,0.0,0.3473684210526316,0.48947368421052634,501.9736842105263,-0.412481892805408,lt=0.950 | br=0.700 | cc=1.300 | mb=1.200 | dec=0.010 | adj=16
C174,1.05,0.85,1.2,1.4,0.01,16,0.49473684210526314,0.6132075471698113,0.009433962264150943,0.009433962264150943,0.08947368421052632,0.5,523.7315789473685,-0.41320754716981134,lt=1.050 | br=0.850 | cc=1.200 | mb=1.400 | dec=0.010 | adj=16
C45,0.95,0.85,1.4,1.4,0.01,12,0.5105263157894737,0.5045871559633027,0.009174311926605505,0.0,0.3526315789473684,0.48947368421052634,517.2894736842105,-0.41511347175277635,lt=0.950 | br=0.850 | cc=1.400 | mb=1.400 | dec=0.010 | adj=12
C65,0.95,1.0,1.4,1.2,0.01,12,0.5052631578947369,0.5185185185185185,0.009259259259259259,0.009259259259259259,0.3157894736842105,0.48947368421052634,437.0052631578947,-0.4158869395711501,lt=0.950 | br=1.000 | cc=1.400 | mb=1.200 | dec=0.010 | adj=12
C49,0.95,1.0,1.2,1.2,0.01,12,0.48947368421052634,0.4766355140186916,0.028037383177570093,0.009345794392523364,0.35789473684210527,0.5,516.5368421052632,-0.4161091982292179,lt=0.950 | br=1.000 | cc=1.200 | mb=1.200 | dec=0.010 | adj=12
C135,1.0,1.0,1.3,1.4,0.02,12,0.5210526315789473,0.5363636363636364,0.01818181818181818,0.0,0.3263157894736842,0.4789473684210526,310.10526315789474,-0.4179425837320575,lt=1.000 | br=1.000 | cc=1.300 | mb=1.400 | dec=0.020 | adj=12
C187,1.05,0.85,1.4,1.2,0.02,12,0.5052631578947369,0.6320754716981132,0.0,0.0,0.08947368421052632,0.49473684210526314,495.12631578947367,-0.4189175769612711,lt=1.050 | br=0.850 | cc=1.400 | mb=1.200 | dec=0.020 | adj=12
C17,0.95,0.7,1.4,1.2,0.01,12,0.5052631578947369,0.4953271028037383,0.028037383177570093,0.0,0.3631578947368421,0.49473684210526314,550.7684210526315,-0.4190113133300541,lt=0.950 | br=0.700 | cc=1.400 | mb=1.200 | dec=0.010 | adj=12
C91,1.0,0.7,1.4,1.2,0.02,12,0.5157894736842106,0.5137614678899083,0.027522935779816515,0.0,0.35789473684210527,0.4842105263157895,486.05263157894734,-0.41902462578464506,lt=1.000 | br=0.700 | cc=1.400 | mb=1.200 | dec=0.020 | adj=12
C66,0.95,1.0,1.4,1.2,0.01,16,0.5157894736842106,0.5181818181818182,0.02727272727272727,0.00909090909090909,0.35789473684210527,0.4789473684210526,398.08947368421053,-0.42081339712918653,lt=0.950 | br=1.000 | cc=1.400 | mb=1.200 | dec=0.010 | adj=16
